order_id,customer_id,order_date,quantity,unit_price,branch_id
ORD-1378,CUST-194,2026-01-16 18:00:00,8,72.94,BR-4
ORD-1379,CUST-198,2026-01-16 19:00:00,6,148.84,BR-3
ORD-1380,CUST-159,2026-01-16 20:00:00,2,19.03,BR-3
ORD-1381,CUST-196,2026-01-16 21:00:00,4,221.8,BR-4
ORD-1382,CUST-162,2026-01-16 22:00:00,4,421.66,BR-3
ORD-1383,CUST-184,2026-01-16 23:00:00,6,202.15,BR-2
ORD-1384,CUST-131,2026-01-17 00:00:00,6,97.95,BR-2
ORD-1385,CUST-186,2026-01-17 01:00:00,1,379.31,BR-2
ORD-1386,CUST-132,2026-01-17 02:00:00,8,396.52,BR-4
ORD-1387,CUST-166,2026-01-17 03:00:00,6,95.14,BR-3
ORD-1388,CUST-117,2026-01-17 04:00:00,3,387.72,BR-3
ORD-1389,CUST-124,2026-01-17 05:00:00,9,474.18,BR-1
ORD-1390,CUST-194,2026-01-17 06:00:00,2,91.53,BR-1
ORD-1391,CUST-153,2026-01-17 07:00:00,8,387.78,BR-3
ORD-1392,CUST-157,2026-01-17 08:00:00,3,357.2,BR-3
ORD-1393,CUST-166,2026-01-17 09:00:00,5,242.05,BR-3
ORD-1394,CUST-145,2026-01-17 10:00:00,6,38.38,BR-4
ORD-1395,CUST-123,2026-01-17 11:00:00,6,46.6,BR-3
ORD-1396,CUST-131,2026-01-17 12:00:00,4,427.68,BR-1
ORD-1397,CUST-146,2026-01-17 13:00:00,3,495.17,BR-4
ORD-1398,CUST-185,2026-01-17 14:00:00,4,341.27,BR-3
ORD-1399,CUST-122,2026-01-17 15:00:00,1,228.52,BR-1
ORD-1400,CUST-165,2026-01-17 16:00:00,4,327.31,BR-4
ORD-1401,CUST-126,2026-01-17 17:00:00,1,301.25,BR-3
ORD-1402,CUST-101,2026-01-17 18:00:00,1,197.97,BR-3
ORD-1403,CUST-189,2026-01-17 19:00:00,6,42.16,BR-3
ORD-1404,CUST-116,2026-01-17 20:00:00,5,412.54,BR-4
ORD-1405,CUST-132,2026-01-17 21:00:00,4,192.2,BR-1
ORD-1406,CUST-108,2026-01-17 22:00:00,3,411.2,BR-1
ORD-1407,CUST-142,2026-01-17 23:00:00,1,133.73,BR-2
ORD-1408,CUST-147,2026-01-18 00:00:00,6,10.5,BR-3
ORD-1409,CUST-138,2026-01-18 01:00:00,2,87.88,BR-2
ORD-1410,CUST-192,2026-01-18 02:00:00,8,239.58,BR-2
ORD-1411,CUST-141,2026-01-18 03:00:00,5,472.71,BR-1
ORD-1412,CUST-125,2026-01-18 04:00:00,7,60.07,BR-4
ORD-1413,CUST-198,2026-01-18 05:00:00,2,428.56,BR-4
ORD-1414,CUST-149,2026-01-18 06:00:00,8,268.24,BR-1
ORD-1415,CUST-124,2026-01-18 07:00:00,2,414.7,BR-4
ORD-1416,CUST-123,2026-01-18 08:00:00,4,156.2,BR-2
ORD-1417,CUST-112,2026-01-18 09:00:00,1,421.57,BR-3
ORD-1418,CUST-159,2026-01-18 10:00:00,5,388.68,BR-1
ORD-1419,CUST-106,2026-01-18 11:00:00,9,122.73,BR-3
ORD-1420,CUST-156,2026-01-18 12:00:00,1,74.35,BR-4
ORD-1421,CUST-135,2026-01-18 13:00:00,9,435.35,BR-3
ORD-1422,CUST-144,2026-01-18 14:00:00,8,481.99,BR-4
ORD-1423,CUST-119,2026-01-18 15:00:00,6,25.34,BR-4
ORD-1424,CUST-164,2026-01-18 16:00:00,7,368.32,BR-2
ORD-1425,CUST-107,2026-01-18 17:00:00,3,455.67,BR-4
ORD-1426,CUST-115,2026-01-18 18:00:00,1,430.11,BR-2
ORD-1427,CUST-113,2026-01-18 19:00:00,5,482.62,BR-2
ORD-1428,CUST-175,2026-01-18 20:00:00,2,382.45,BR-2
ORD-1429,CUST-186,2026-01-18 21:00:00,5,226.73,BR-1
ORD-1430,CUST-114,2026-01-18 22:00:00,8,162.86,BR-1
ORD-1431,CUST-191,2026-01-18 23:00:00,9,167.16,BR-4
ORD-1432,CUST-197,2026-01-19 00:00:00,2,364.97,BR-2
ORD-1433,CUST-165,2026-01-19 01:00:00,3,375.46,BR-1
ORD-1434,CUST-131,2026-01-19 02:00:00,3,108.18,BR-2
ORD-1435,CUST-186,2026-01-19 03:00:00,1,435.38,BR-3
ORD-1436,CUST-162,2026-01-19 04:00:00,8,360.31,BR-3
ORD-1437,CUST-185,2026-01-19 05:00:00,6,285.75,BR-3
ORD-1438,CUST-150,2026-01-19 06:00:00,8,241.05,BR-4
ORD-1439,CUST-124,2026-01-19 07:00:00,9,276.18,BR-2
ORD-1440,CUST-157,2026-01-19 08:00:00,5,88.03,BR-3
ORD-1441,CUST-162,2026-01-19 09:00:00,3,109.81,BR-1
ORD-1442,CUST-161,2026-01-19 10:00:00,5,54.67,BR-3
ORD-1443,CUST-121,2026-01-19 11:00:00,5,85.29,BR-3
ORD-1444,CUST-157,2026-01-19 12:00:00,5,232.31,BR-3
ORD-1445,CUST-157,2026-01-19 13:00:00,3,269.87,BR-4
ORD-1446,CUST-185,2026-01-19 14:00:00,4,18.75,BR-1
ORD-1447,CUST-148,2026-01-19 15:00:00,9,400.43,BR-2
ORD-1448,CUST-151,2026-01-19 16:00:00,9,154.14,BR-1
ORD-1449,CUST-141,2026-01-19 17:00:00,2,456.8,BR-2
ORD-1450,CUST-169,2026-01-19 18:00:00,8,484.08,BR-4
ORD-1451,CUST-114,2026-01-19 19:00:00,8,100.87,BR-4
ORD-1452,CUST-153,2026-01-19 20:00:00,7,236.43,BR-4
ORD-1453,CUST-159,2026-01-19 21:00:00,8,10.6,BR-4
ORD-1454,CUST-196,2026-01-19 22:00:00,3,303.18,BR-2
ORD-1455,CUST-107,2026-01-19 23:00:00,6,307.58,BR-3
ORD-1456,CUST-152,2026-01-20 00:00:00,1,131.29,BR-2
ORD-1457,CUST-159,2026-01-20 01:00:00,7,283.62,BR-1
ORD-1458,CUST-104,2026-01-20 02:00:00,1,120.51,BR-4
ORD-1459,CUST-167,2026-01-20 03:00:00,9,88.8,BR-4
ORD-1460,CUST-105,2026-01-20 04:00:00,1,329.24,BR-1
ORD-1461,CUST-195,2026-01-20 05:00:00,1,169.7,BR-2
ORD-1462,CUST-193,2026-01-20 06:00:00,7,299.23,BR-3
ORD-1463,CUST-146,2026-01-20 07:00:00,2,222.29,BR-3
ORD-1464,CUST-198,2026-01-20 08:00:00,5,492.33,BR-1
ORD-1465,CUST-154,2026-01-20 09:00:00,8,83.29,BR-3
ORD-1466,CUST-139,2026-01-20 10:00:00,8,237.65,BR-2
ORD-1467,CUST-151,2026-01-20 11:00:00,3,343.42,BR-2
ORD-1468,CUST-115,2026-01-20 12:00:00,7,203.82,BR-1
ORD-1469,CUST-112,2026-01-20 13:00:00,3,487.6,BR-2
ORD-1470,CUST-129,2026-01-20 14:00:00,6,363.72,BR-4
ORD-1471,CUST-118,2026-01-20 15:00:00,6,331.92,BR-1
ORD-1472,CUST-116,2026-01-20 16:00:00,3,380.96,BR-2
ORD-1473,CUST-162,2026-01-20 17:00:00,7,476.8,BR-1
ORD-1474,CUST-118,2026-01-20 18:00:00,3,454.83,BR-3
ORD-1475,CUST-191,2026-01-20 19:00:00,8,364.9,BR-2
ORD-1476,CUST-157,2026-01-20 20:00:00,4,377.09,BR-4
ORD-1477,CUST-154,2026-01-20 21:00:00,1,81.5,BR-2
ORD-1478,CUST-189,2026-01-20 22:00:00,4,60.37,BR-1
ORD-1479,CUST-189,2026-01-20 23:00:00,7,289.74,BR-1
ORD-1480,CUST-161,2026-01-21 00:00:00,4,19.0,BR-2
ORD-1481,CUST-122,2026-01-21 01:00:00,6,246.35,BR-4
ORD-1482,CUST-108,2026-01-21 02:00:00,9,113.07,BR-4
ORD-1483,CUST-111,2026-01-21 03:00:00,1,179.55,BR-4
ORD-1484,CUST-100,2026-01-21 04:00:00,5,390.14,BR-1
ORD-1485,CUST-157,2026-01-21 05:00:00,7,471.21,BR-2
ORD-1486,CUST-100,2026-01-21 06:00:00,1,45.48,BR-3
ORD-1487,CUST-133,2026-01-21 07:00:00,4,271.78,BR-1
ORD-1488,CUST-195,2026-01-21 08:00:00,6,442.44,BR-4
ORD-1489,CUST-147,2026-01-21 09:00:00,2,50.43,BR-2
ORD-1490,CUST-188,2026-01-21 10:00:00,5,414.01,BR-4
ORD-1491,CUST-100,2026-01-21 11:00:00,1,185.32,BR-3
ORD-1492,CUST-115,2026-01-21 12:00:00,6,167.83,BR-4
ORD-1493,CUST-160,2026-01-21 13:00:00,6,488.96,BR-4
ORD-1494,CUST-163,2026-01-21 14:00:00,4,108.42,BR-3
ORD-1495,CUST-162,2026-01-21 15:00:00,8,349.67,BR-2
ORD-1496,CUST-168,2026-01-21 16:00:00,4,412.51,BR-1
ORD-1497,CUST-121,2026-01-21 17:00:00,8,30.18,BR-2
ORD-1498,CUST-192,2026-01-21 18:00:00,8,338.49,BR-3
ORD-1499,CUST-166,2026-01-21 19:00:00,5,476.26,BR-4
ORD-1500,CUST-175,2026-01-21 20:00:00,4,70.87,BR-2
ORD-1501,CUST-125,2026-01-21 21:00:00,2,449.15,BR-1
ORD-1502,CUST-115,2026-01-21 22:00:00,3,301.44,BR-3
ORD-1503,CUST-150,2026-01-21 23:00:00,3,312.14,BR-2
ORD-1504,CUST-185,2026-01-22 00:00:00,4,310.34,BR-1
ORD-1505,CUST-156,2026-01-22 01:00:00,4,156.43,BR-3
ORD-1506,CUST-128,2026-01-22 02:00:00,5,468.25,BR-1
ORD-1507,CUST-177,2026-01-22 03:00:00,4,474.2,BR-3
ORD-1508,CUST-191,2026-01-22 04:00:00,8,316.4,BR-4
ORD-1509,CUST-168,2026-01-22 05:00:00,6,393.88,BR-2
ORD-1510,CUST-146,2026-01-22 06:00:00,6,310.01,BR-1
ORD-1511,CUST-193,2026-01-22 07:00:00,8,247.36,BR-3
ORD-1512,CUST-161,2026-01-22 08:00:00,7,333.8,BR-1
ORD-1513,CUST-168,2026-01-22 09:00:00,8,280.97,BR-1
ORD-1514,CUST-175,2026-01-22 10:00:00,2,302.76,BR-2
ORD-1515,CUST-115,2026-01-22 11:00:00,9,394.08,BR-4
ORD-1516,CUST-189,2026-01-22 12:00:00,1,245.64,BR-1
ORD-1517,CUST-189,2026-01-22 13:00:00,8,29.97,BR-3
ORD-1518,CUST-147,2026-01-22 14:00:00,4,90.36,BR-3
ORD-1519,CUST-184,2026-01-22 15:00:00,4,224.92,BR-4
ORD-1030,CUST-190,2026-01-02 06:00:00,8,460.04,BR-4
ORD-1031,CUST-158,2026-01-02 07:00:00,2,297.66,BR-1
ORD-1032,CUST-141,2026-01-02 08:00:00,3,26.09,BR-3
ORD-1033,CUST-191,2026-01-02 09:00:00,2,457.25,BR-3
ORD-1034,CUST-159,2026-01-02 10:00:00,3,131.63,BR-4
